age,workclass,education,capital-gain-category,hours-per-week,occupation,income
23.0,Private,Some-college,cat1,40.0,Adm-clerical,<=50K
42.0,Local-gov,Some-college,cat1,40.0,Adm-clerical,<=50K
29.0,Private,,cat1,40.0,Prof-specialty,<=50K
,Private,HS-grad,cat1,28.0,Adm-clerical,<=50K
24.0,Federal-gov,HS-grad,cat1,40.0,,<=50K
44.0,Private,Some-college,,40.0,Prof-specialty,>50K
27.0,Private,9th,cat1,40.0,Craft-repair,<=50K
20.0,Private,Some-college,cat1,35.0,Sales,<=50K
,Private,HS-grad,,40.0,Exec-managerial,<=50K
,Private,HS-grad,,40.0,Craft-repair,<=50K
20.0,Private,HS-grad,,40.0,Machine-op-inspct,<=50K
,?,11th,cat1,5.0,?,<=50K
19.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
45.0,Self-emp-inc,Some-college,cat1,55.0,Craft-repair,>50K
60.0,Private,HS-grad,cat1,40.0,Craft-repair,>50K
42.0,Private,Assoc-acdm,,40.0,Exec-managerial,>50K
44.0,Self-emp-not-inc,HS-grad,cat1,40.0,Sales,>50K
40.0,,Assoc-voc,cat1,40.0,Machine-op-inspct,>50K
30.0,Private,HS-grad,,40.0,Exec-managerial,<=50K
38.0,Private,Some-college,cat1,50.0,Transport-moving,<=50K
23.0,Private,HS-grad,cat1,60.0,Transport-moving,<=50K
32.0,?,Some-college,cat1,40.0,?,<=50K
44.0,Private,Assoc-acdm,cat1,40.0,Farming-fishing,<=50K
54.0,Local-gov,HS-grad,cat1,40.0,Transport-moving,<=50K
32.0,Private,Bachelors,cat1,50.0,Prof-specialty,<=50K
50.0,Private,1st-4th,cat1,40.0,Craft-repair,<=50K
24.0,,Bachelors,cat1,,Tech-support,<=50K
37.0,Private,HS-grad,cat1,60.0,Adm-clerical,<=50K
52.0,Private,HS-grad,cat1,40.0,Transport-moving,<=50K
38.0,Private,Some-college,,,Transport-moving,<=50K
49.0,Private,Masters,cat1,45.0,Exec-managerial,>50K
,Private,Bachelors,cat1,16.0,Tech-support,>50K
60.0,Private,Some-college,,40.0,Prof-specialty,>50K
22.0,?,,,40.0,?,<=50K
35.0,Private,HS-grad,,40.0,Craft-repair,<=50K
30.0,Private,HS-grad,cat1,60.0,Transport-moving,<=50K
67.0,Private,Assoc-voc,cat1,24.0,Other-service,<=50K
46.0,Private,,cat1,40.0,Craft-repair,<=50K
17.0,Private,9th,cat1,6.0,Other-service,<=50K
22.0,,Some-college,,30.0,Handlers-cleaners,<=50K
27.0,Private,10th,,40.0,Other-service,<=50K
23.0,Private,HS-grad,cat1,35.0,Other-service,<=50K
33.0,Private,Assoc-acdm,cat1,45.0,Craft-repair,<=50K
43.0,Self-emp-not-inc,Some-college,cat1,20.0,Craft-repair,<=50K
28.0,State-gov,Bachelors,cat1,20.0,Prof-specialty,<=50K
,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
52.0,?,12th,cat2,40.0,?,<=50K
25.0,Private,Some-college,cat1,20.0,Adm-clerical,<=50K
63.0,?,1st-4th,,35.0,?,<=50K
59.0,Local-gov,HS-grad,cat1,45.0,Transport-moving,<=50K
45.0,Local-gov,Bachelors,cat1,40.0,Prof-specialty,<=50K
38.0,,Bachelors,cat4,60.0,Sales,>50K
40.0,Private,HS-grad,cat1,35.0,Other-service,<=50K
46.0,Federal-gov,HS-grad,cat1,40.0,Adm-clerical,<=50K
35.0,Private,Assoc-acdm,cat1,60.0,Exec-managerial,<=50K
,Private,HS-grad,cat1,25.0,Prof-specialty,<=50K
33.0,Private,Bachelors,cat1,,Craft-repair,<=50K
41.0,Private,HS-grad,cat1,36.0,Adm-clerical,<=50K
20.0,Private,Some-college,,40.0,Machine-op-inspct,<=50K
23.0,Private,5th-6th,,40.0,,<=50K
26.0,Private,Some-college,cat1,35.0,Prof-specialty,<=50K
72.0,?,HS-grad,,20.0,,<=50K
23.0,Local-gov,HS-grad,cat1,40.0,Farming-fishing,<=50K
62.0,Local-gov,HS-grad,,40.0,Transport-moving,<=50K
52.0,,Some-college,,40.0,Adm-clerical,<=50K
58.0,Private,Some-college,cat1,,Other-service,<=50K
25.0,Private,Bachelors,cat1,40.0,Sales,<=50K
24.0,Private,Bachelors,cat1,40.0,Exec-managerial,<=50K
19.0,Private,Some-college,cat1,8.0,,<=50K
43.0,Private,Some-college,cat1,40.0,Exec-managerial,<=50K
47.0,Local-gov,,cat1,40.0,Adm-clerical,<=50K
39.0,Private,HS-grad,cat1,40.0,Other-service,<=50K
49.0,Private,Assoc-voc,cat1,42.0,Handlers-cleaners,<=50K
53.0,,5th-6th,cat1,30.0,?,<=50K
32.0,Private,Assoc-voc,,45.0,,<=50K
34.0,Private,Some-college,cat1,50.0,Prof-specialty,>50K
28.0,Private,HS-grad,cat1,45.0,,<=50K
57.0,?,Assoc-voc,cat1,38.0,?,<=50K
25.0,Private,Some-college,cat1,20.0,Adm-clerical,<=50K
20.0,?,Some-college,cat1,24.0,?,<=50K
21.0,?,Some-college,,35.0,?,<=50K
34.0,Private,Bachelors,cat1,50.0,Prof-specialty,>50K
38.0,Self-emp-inc,Bachelors,cat4,80.0,Exec-managerial,>50K
50.0,Private,HS-grad,,50.0,Exec-managerial,>50K
24.0,Local-gov,Some-college,cat1,50.0,Handlers-cleaners,<=50K
37.0,Local-gov,Some-college,cat1,45.0,,>50K
44.0,Private,Some-college,cat1,58.0,Machine-op-inspct,>50K
28.0,Private,Some-college,cat1,,Sales,<=50K
42.0,Private,Bachelors,cat1,40.0,Exec-managerial,>50K
74.0,Private,Some-college,cat1,9.0,Adm-clerical,<=50K
38.0,Self-emp-not-inc,,cat1,50.0,Craft-repair,<=50K
44.0,Self-emp-not-inc,Masters,cat1,40.0,Prof-specialty,<=50K
44.0,Private,11th,cat1,46.0,Machine-op-inspct,<=50K
,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
36.0,Private,,,40.0,Other-service,<=50K
41.0,Private,Assoc-acdm,cat1,50.0,Exec-managerial,>50K
67.0,Private,Prof-school,cat4,48.0,Prof-specialty,>50K
39.0,Local-gov,12th,cat1,50.0,Tech-support,<=50K
57.0,Private,1st-4th,cat1,30.0,Priv-house-serv,<=50K
29.0,Private,Assoc-voc,cat1,40.0,Craft-repair,<=50K
31.0,Self-emp-inc,Bachelors,cat1,45.0,Farming-fishing,<=50K
,?,HS-grad,cat1,40.0,?,<=50K
44.0,Private,Some-college,cat1,40.0,Transport-moving,<=50K
29.0,Private,Doctorate,cat1,40.0,Prof-specialty,<=50K
30.0,Private,Some-college,cat1,40.0,Handlers-cleaners,<=50K
27.0,Private,HS-grad,cat1,40.0,Transport-moving,<=50K
27.0,Private,Some-college,cat1,50.0,Sales,<=50K
32.0,Private,HS-grad,cat1,45.0,Handlers-cleaners,<=50K
58.0,Private,10th,cat1,8.0,Other-service,<=50K
35.0,Local-gov,Some-college,cat1,40.0,Protective-serv,<=50K
21.0,Private,HS-grad,cat1,36.0,Handlers-cleaners,<=50K
28.0,Private,,,40.0,Craft-repair,<=50K
46.0,Self-emp-not-inc,Some-college,,50.0,Exec-managerial,<=50K
36.0,Self-emp-not-inc,HS-grad,cat1,40.0,,<=50K
72.0,Private,11th,cat1,40.0,Adm-clerical,<=50K
35.0,Private,HS-grad,,40.0,Machine-op-inspct,<=50K
33.0,Federal-gov,Assoc-voc,cat1,40.0,Craft-repair,>50K
69.0,Private,11th,cat1,40.0,Machine-op-inspct,<=50K
35.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
31.0,Private,HS-grad,cat1,20.0,Adm-clerical,<=50K
34.0,Private,HS-grad,cat1,32.0,Tech-support,<=50K
30.0,,11th,cat1,40.0,Other-service,<=50K
28.0,Private,Bachelors,cat1,55.0,Transport-moving,<=50K
54.0,Private,Bachelors,,35.0,Sales,>50K
47.0,Private,Some-college,,50.0,Prof-specialty,>50K
24.0,Private,HS-grad,cat1,40.0,Handlers-cleaners,<=50K
52.0,Self-emp-not-inc,Bachelors,cat1,60.0,Prof-specialty,>50K
20.0,Private,HS-grad,,48.0,Handlers-cleaners,<=50K
43.0,Self-emp-inc,Masters,cat2,45.0,Exec-managerial,<=50K
45.0,Private,7th-8th,cat1,40.0,Other-service,<=50K
29.0,Self-emp-not-inc,HS-grad,cat1,35.0,Craft-repair,<=50K
47.0,Private,Masters,cat1,42.0,Exec-managerial,<=50K
24.0,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
51.0,Private,HS-grad,cat1,40.0,Prof-specialty,<=50K
17.0,Private,11th,cat1,12.0,Sales,<=50K
37.0,Private,Assoc-voc,cat1,40.0,,>50K
27.0,Private,Doctorate,,70.0,Prof-specialty,<=50K
29.0,Private,Bachelors,cat1,40.0,Exec-managerial,>50K
,?,12th,cat1,25.0,?,<=50K
36.0,Self-emp-not-inc,Assoc-acdm,cat1,35.0,Sales,<=50K
58.0,Local-gov,Bachelors,cat1,40.0,Prof-specialty,<=50K
26.0,Self-emp-not-inc,Some-college,cat1,45.0,Craft-repair,<=50K
65.0,?,Some-college,cat1,30.0,?,>50K
57.0,,HS-grad,cat1,40.0,Sales,>50K
,Private,HS-grad,,,Craft-repair,<=50K
27.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
31.0,Self-emp-not-inc,Bachelors,cat1,40.0,Tech-support,<=50K
21.0,Private,Some-college,cat1,24.0,Sales,<=50K
29.0,Private,Some-college,cat1,60.0,Adm-clerical,<=50K
18.0,Private,11th,cat1,40.0,Other-service,<=50K
,Private,10th,cat1,47.0,Craft-repair,>50K
57.0,Self-emp-inc,Bachelors,cat1,80.0,Prof-specialty,<=50K
42.0,?,HS-grad,cat1,40.0,?,<=50K
55.0,?,HS-grad,,40.0,?,<=50K
60.0,,7th-8th,,48.0,,>50K
31.0,Private,Bachelors,cat2,40.0,Prof-specialty,>50K
23.0,Private,Bachelors,cat1,40.0,Adm-clerical,<=50K
27.0,Private,HS-grad,,40.0,Sales,<=50K
23.0,?,Some-college,cat1,25.0,?,<=50K
42.0,Self-emp-not-inc,Prof-school,cat1,50.0,Prof-specialty,>50K
25.0,Private,Some-college,cat2,40.0,,<=50K
49.0,Private,Bachelors,,45.0,Prof-specialty,<=50K
32.0,Private,Bachelors,cat1,40.0,Tech-support,<=50K
19.0,Private,Some-college,cat1,28.0,Adm-clerical,<=50K
,Private,7th-8th,,,Other-service,<=50K
42.0,Local-gov,9th,,40.0,Other-service,<=50K
35.0,Self-emp-not-inc,Assoc-acdm,cat1,40.0,Farming-fishing,<=50K
48.0,Private,HS-grad,,37.0,Adm-clerical,<=50K
,Private,Masters,cat1,40.0,Craft-repair,>50K
29.0,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
36.0,,HS-grad,cat1,40.0,Exec-managerial,<=50K
17.0,Private,10th,cat1,21.0,Other-service,<=50K
52.0,Private,Masters,cat2,60.0,Prof-specialty,<=50K
24.0,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
,Private,HS-grad,cat1,50.0,Handlers-cleaners,<=50K
26.0,Local-gov,Bachelors,cat2,40.0,Prof-specialty,<=50K
,Private,Bachelors,cat1,20.0,Other-service,<=50K
39.0,Private,HS-grad,,60.0,Handlers-cleaners,<=50K
30.0,Private,HS-grad,cat1,45.0,,<=50K
50.0,Self-emp-not-inc,HS-grad,cat1,32.0,Exec-managerial,<=50K
52.0,Self-emp-inc,Bachelors,cat1,55.0,Sales,<=50K
46.0,Private,Prof-school,cat4,45.0,Prof-specialty,>50K
23.0,,Bachelors,cat1,20.0,Sales,<=50K
45.0,Private,11th,cat1,20.0,Other-service,<=50K
65.0,Private,9th,cat1,24.0,Priv-house-serv,<=50K
29.0,Private,Assoc-voc,cat1,55.0,Transport-moving,<=50K
47.0,Private,9th,cat1,40.0,Handlers-cleaners,<=50K
30.0,Private,HS-grad,,60.0,Farming-fishing,<=50K
34.0,Private,HS-grad,cat1,45.0,Sales,>50K
38.0,Self-emp-not-inc,HS-grad,,,Sales,<=50K
33.0,Private,,cat1,40.0,Exec-managerial,>50K
49.0,Private,Bachelors,,26.0,Sales,>50K
47.0,Self-emp-not-inc,Some-college,,40.0,Other-service,<=50K
49.0,Local-gov,10th,cat1,40.0,Other-service,<=50K
43.0,Private,Some-college,cat4,60.0,,>50K
30.0,Private,Bachelors,cat1,40.0,Adm-clerical,>50K
58.0,Self-emp-not-inc,HS-grad,cat1,60.0,Craft-repair,<=50K
19.0,Private,HS-grad,cat1,14.0,Other-service,<=50K
21.0,Private,Bachelors,cat1,40.0,Handlers-cleaners,<=50K
33.0,Private,Bachelors,cat4,60.0,Exec-managerial,>50K
47.0,Self-emp-inc,5th-6th,cat1,50.0,Transport-moving,<=50K
52.0,Self-emp-not-inc,Doctorate,,,Prof-specialty,>50K
26.0,,HS-grad,cat1,55.0,Craft-repair,<=50K
60.0,Private,HS-grad,cat1,40.0,Craft-repair,<=50K
21.0,Private,Some-college,,40.0,Handlers-cleaners,<=50K
36.0,Private,Some-college,cat2,50.0,Sales,>50K
31.0,Private,Some-college,cat1,45.0,Craft-repair,<=50K
50.0,Self-emp-inc,Doctorate,cat1,40.0,Prof-specialty,>50K
31.0,Local-gov,HS-grad,cat1,40.0,Adm-clerical,<=50K
71.0,Private,,cat1,15.0,Craft-repair,<=50K
58.0,?,HS-grad,cat1,50.0,?,<=50K
30.0,State-gov,Bachelors,cat1,40.0,Tech-support,>50K
20.0,,,cat1,20.0,Other-service,<=50K
24.0,Private,HS-grad,cat2,50.0,Exec-managerial,<=50K
35.0,Private,Doctorate,cat1,40.0,Prof-specialty,>50K
38.0,,Some-college,cat1,45.0,Exec-managerial,<=50K
27.0,Private,HS-grad,cat1,32.0,Machine-op-inspct,<=50K
,State-gov,Some-college,cat1,40.0,Adm-clerical,<=50K
70.0,?,9th,cat2,15.0,?,<=50K
34.0,Private,HS-grad,cat1,45.0,Craft-repair,<=50K
44.0,Private,7th-8th,,35.0,Craft-repair,<=50K
43.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,>50K
44.0,Self-emp-not-inc,12th,cat1,40.0,Handlers-cleaners,>50K
35.0,Private,Masters,cat1,60.0,Sales,<=50K
27.0,Private,,cat1,40.0,Prof-specialty,<=50K
43.0,Local-gov,,cat1,38.0,Prof-specialty,<=50K
20.0,Private,Some-college,cat1,25.0,Sales,<=50K
42.0,Private,Assoc-acdm,cat2,40.0,Prof-specialty,>50K
27.0,State-gov,Some-college,,40.0,Transport-moving,<=50K
42.0,Private,HS-grad,,40.0,Craft-repair,>50K
20.0,?,,cat1,,?,<=50K
24.0,,9th,,40.0,Machine-op-inspct,<=50K
48.0,Federal-gov,Some-college,cat1,40.0,Exec-managerial,<=50K
17.0,?,11th,cat1,20.0,?,<=50K
,Self-emp-not-inc,11th,cat1,10.0,Farming-fishing,<=50K
33.0,Private,Bachelors,cat1,40.0,Exec-managerial,>50K
50.0,Self-emp-inc,HS-grad,cat1,50.0,Sales,>50K
22.0,Private,HS-grad,cat2,40.0,Sales,<=50K
17.0,Private,12th,,16.0,Other-service,<=50K
32.0,Private,Some-college,cat1,40.0,Adm-clerical,<=50K
31.0,Private,HS-grad,cat1,45.0,Craft-repair,<=50K
,Self-emp-not-inc,HS-grad,,50.0,Exec-managerial,<=50K
29.0,Local-gov,HS-grad,,48.0,Protective-serv,<=50K
37.0,Private,Assoc-voc,,40.0,Craft-repair,>50K
34.0,Self-emp-not-inc,HS-grad,cat1,,Craft-repair,>50K
,Local-gov,Some-college,cat1,40.0,Exec-managerial,<=50K
18.0,State-gov,11th,,5.0,Adm-clerical,<=50K
34.0,Private,HS-grad,cat1,40.0,Exec-managerial,<=50K
66.0,?,7th-8th,cat1,4.0,?,<=50K
45.0,Local-gov,Bachelors,,55.0,Prof-specialty,<=50K
41.0,Private,Masters,cat1,35.0,Exec-managerial,<=50K
26.0,,HS-grad,,30.0,Other-service,<=50K
54.0,Local-gov,Some-college,,,Farming-fishing,<=50K
,Private,Some-college,cat1,45.0,Machine-op-inspct,<=50K
42.0,Private,Some-college,,50.0,,<=50K
20.0,Private,Some-college,cat1,20.0,Prof-specialty,<=50K
23.0,State-gov,Bachelors,cat1,20.0,Tech-support,<=50K
25.0,?,Assoc-acdm,cat1,45.0,?,<=50K
35.0,Private,Masters,cat1,60.0,Prof-specialty,>50K
31.0,Private,Masters,cat1,40.0,Tech-support,>50K
30.0,Private,,cat1,40.0,Prof-specialty,<=50K
19.0,Private,HS-grad,cat1,20.0,Sales,<=50K
36.0,Local-gov,Bachelors,cat1,50.0,Prof-specialty,<=50K
31.0,,Bachelors,cat1,40.0,Sales,<=50K
21.0,Private,Some-college,cat1,30.0,Handlers-cleaners,<=50K
,Self-emp-not-inc,Some-college,cat1,40.0,Craft-repair,<=50K
46.0,Private,Doctorate,cat4,65.0,Prof-specialty,>50K
44.0,Private,Bachelors,cat1,50.0,Exec-managerial,>50K
40.0,Private,12th,cat1,40.0,Other-service,<=50K
45.0,Private,Some-college,,40.0,Sales,<=50K
60.0,Private,HS-grad,cat1,35.0,Craft-repair,<=50K
18.0,Private,11th,,25.0,Other-service,<=50K
28.0,Private,Bachelors,cat1,40.0,Prof-specialty,<=50K
36.0,Private,Some-college,cat1,40.0,Adm-clerical,<=50K
36.0,Private,Bachelors,cat1,40.0,Prof-specialty,<=50K
40.0,Private,Assoc-voc,cat2,40.0,Tech-support,<=50K
36.0,Local-gov,Bachelors,cat1,35.0,Adm-clerical,<=50K
31.0,Private,HS-grad,cat1,40.0,Other-service,<=50K
33.0,Private,HS-grad,,40.0,Machine-op-inspct,<=50K
19.0,State-gov,HS-grad,cat1,40.0,Tech-support,<=50K
22.0,Private,Some-college,cat1,15.0,Sales,<=50K
34.0,Private,Bachelors,,45.0,Exec-managerial,>50K
33.0,Private,HS-grad,cat1,40.0,Other-service,<=50K
41.0,,HS-grad,cat1,60.0,Craft-repair,<=50K
29.0,Private,Bachelors,cat2,40.0,Prof-specialty,<=50K
50.0,Local-gov,HS-grad,,42.0,Exec-managerial,>50K
42.0,Private,Bachelors,,45.0,Exec-managerial,>50K
43.0,Private,Bachelors,cat1,40.0,Prof-specialty,>50K
44.0,Private,HS-grad,cat1,40.0,Sales,<=50K
20.0,Private,Some-college,cat1,20.0,Other-service,<=50K
31.0,Private,HS-grad,cat1,40.0,Other-service,<=50K
65.0,Self-emp-not-inc,11th,cat2,59.0,Exec-managerial,>50K
23.0,Private,Some-college,cat1,24.0,Other-service,<=50K
55.0,Private,Some-college,cat1,40.0,Adm-clerical,<=50K
26.0,Private,Assoc-voc,,45.0,Adm-clerical,<=50K
25.0,Private,,cat1,15.0,Other-service,<=50K
45.0,?,Some-college,cat1,40.0,?,<=50K
35.0,Private,Some-college,,40.0,Craft-repair,<=50K
36.0,Private,Some-college,cat1,36.0,Sales,<=50K
43.0,State-gov,Bachelors,cat1,50.0,Prof-specialty,<=50K
56.0,Private,HS-grad,,20.0,Other-service,<=50K
42.0,Private,Bachelors,cat1,40.0,Tech-support,>50K
19.0,Private,Some-college,cat1,25.0,Other-service,<=50K
55.0,Self-emp-not-inc,HS-grad,cat1,72.0,Transport-moving,<=50K
42.0,Private,Masters,cat3,50.0,Exec-managerial,>50K
26.0,Private,Assoc-voc,,40.0,Tech-support,<=50K
17.0,Private,12th,,20.0,Handlers-cleaners,<=50K
42.0,Local-gov,Bachelors,cat1,40.0,Prof-specialty,>50K
55.0,Private,HS-grad,cat2,40.0,Transport-moving,>50K
32.0,Private,Some-college,cat1,40.0,Adm-clerical,<=50K
29.0,Private,11th,,40.0,Craft-repair,<=50K
46.0,State-gov,Bachelors,,37.0,Prof-specialty,<=50K
29.0,State-gov,Bachelors,cat2,,Exec-managerial,>50K
22.0,Private,Bachelors,cat1,20.0,Prof-specialty,<=50K
58.0,Self-emp-not-inc,10th,cat1,40.0,Craft-repair,<=50K
23.0,Private,HS-grad,cat1,50.0,Transport-moving,<=50K
39.0,Private,HS-grad,cat1,40.0,,<=50K
27.0,Private,Assoc-voc,cat1,38.0,Craft-repair,<=50K
54.0,Private,HS-grad,cat1,40.0,Transport-moving,>50K
33.0,Local-gov,Bachelors,,45.0,Prof-specialty,<=50K
46.0,Federal-gov,HS-grad,,40.0,Adm-clerical,>50K
37.0,Private,HS-grad,cat1,40.0,Farming-fishing,<=50K
36.0,Private,HS-grad,cat1,,Other-service,<=50K
59.0,Local-gov,HS-grad,cat1,38.0,Adm-clerical,>50K
34.0,Local-gov,HS-grad,cat1,40.0,Protective-serv,<=50K
53.0,Self-emp-inc,Doctorate,cat1,70.0,,>50K
51.0,Private,Bachelors,cat1,55.0,Sales,>50K
32.0,,10th,cat1,,Other-service,<=50K
31.0,State-gov,,cat1,40.0,Other-service,<=50K
22.0,Private,Some-college,cat1,30.0,Sales,<=50K
47.0,Self-emp-not-inc,,cat1,50.0,Sales,<=50K
32.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
26.0,Private,Some-college,cat1,38.0,Farming-fishing,<=50K
37.0,Private,5th-6th,cat1,32.0,Farming-fishing,<=50K
31.0,Private,HS-grad,cat1,55.0,Craft-repair,<=50K
37.0,Private,Assoc-voc,cat1,24.0,Tech-support,>50K
55.0,Private,HS-grad,cat1,38.0,Sales,<=50K
23.0,Local-gov,Assoc-voc,cat1,56.0,Tech-support,<=50K
36.0,Private,Some-college,cat1,40.0,Adm-clerical,<=50K
34.0,Private,Masters,cat1,40.0,Prof-specialty,<=50K
43.0,Private,Bachelors,cat1,50.0,Sales,>50K
54.0,Private,Some-college,cat1,40.0,Tech-support,<=50K
43.0,State-gov,Some-college,cat1,40.0,Craft-repair,<=50K
28.0,Private,Assoc-voc,cat1,,Machine-op-inspct,<=50K
40.0,Private,Assoc-voc,cat1,50.0,Exec-managerial,>50K
41.0,Self-emp-not-inc,Some-college,cat1,60.0,Exec-managerial,<=50K
40.0,Private,Bachelors,cat1,55.0,Sales,>50K
42.0,Private,,cat1,38.0,Adm-clerical,<=50K
61.0,Self-emp-not-inc,HS-grad,cat1,50.0,Farming-fishing,<=50K
18.0,Private,12th,cat1,30.0,Machine-op-inspct,<=50K
59.0,?,HS-grad,,16.0,?,<=50K
21.0,?,HS-grad,,40.0,?,<=50K
48.0,Private,Assoc-voc,,50.0,,>50K
41.0,Self-emp-inc,Bachelors,cat1,40.0,Tech-support,<=50K
18.0,?,Some-college,cat1,33.0,?,<=50K
23.0,,HS-grad,cat2,40.0,Sales,<=50K
60.0,Private,HS-grad,cat1,,Transport-moving,>50K
22.0,Private,Some-college,cat1,20.0,Other-service,<=50K
61.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
25.0,,HS-grad,,40.0,Machine-op-inspct,<=50K
46.0,Private,Masters,cat1,35.0,Tech-support,>50K
43.0,Private,Bachelors,cat1,40.0,Exec-managerial,>50K
43.0,Private,Assoc-acdm,cat1,40.0,Craft-repair,<=50K
24.0,Private,HS-grad,cat1,30.0,Other-service,<=50K
68.0,Self-emp-not-inc,11th,cat1,20.0,,<=50K
31.0,Private,HS-grad,cat1,38.0,Adm-clerical,<=50K
17.0,Private,,cat1,20.0,Sales,<=50K
32.0,Private,HS-grad,cat2,48.0,,>50K
50.0,?,Masters,cat1,40.0,?,<=50K
33.0,Private,Bachelors,cat2,47.0,Prof-specialty,>50K
64.0,Private,Bachelors,,40.0,Prof-specialty,>50K
20.0,Private,HS-grad,cat1,30.0,Transport-moving,<=50K
30.0,Private,HS-grad,cat1,36.0,Other-service,<=50K
22.0,?,Some-college,cat1,40.0,?,<=50K
43.0,Private,Some-college,cat1,45.0,Exec-managerial,<=50K
22.0,Private,Some-college,cat1,40.0,Adm-clerical,<=50K
17.0,Private,10th,cat1,20.0,Farming-fishing,<=50K
47.0,Self-emp-not-inc,HS-grad,cat1,75.0,Other-service,<=50K
41.0,Private,Assoc-voc,cat1,60.0,Prof-specialty,<=50K
56.0,Private,Some-college,cat1,50.0,Craft-repair,>50K
64.0,Private,HS-grad,cat1,45.0,Transport-moving,<=50K
47.0,Private,HS-grad,cat1,50.0,,>50K
48.0,Private,Assoc-voc,cat1,40.0,Adm-clerical,<=50K
31.0,Private,Masters,cat1,46.0,Prof-specialty,<=50K
29.0,Private,Assoc-voc,,40.0,Tech-support,<=50K
30.0,Private,HS-grad,cat1,40.0,Adm-clerical,<=50K
32.0,Private,HS-grad,cat1,,Exec-managerial,<=50K
57.0,Private,HS-grad,cat1,42.0,Transport-moving,>50K
62.0,Private,HS-grad,cat1,40.0,Other-service,<=50K
39.0,Private,,cat1,24.0,Machine-op-inspct,<=50K
43.0,Private,Some-college,cat1,25.0,Adm-clerical,<=50K
24.0,Self-emp-inc,,,40.0,Sales,<=50K
42.0,?,11th,cat1,15.0,?,<=50K
53.0,Private,Some-college,cat2,40.0,Adm-clerical,>50K
26.0,Private,Some-college,cat1,40.0,Handlers-cleaners,<=50K
73.0,Self-emp-not-inc,HS-grad,cat1,40.0,Exec-managerial,<=50K
72.0,?,11th,,24.0,?,<=50K
55.0,Private,HS-grad,cat1,40.0,Machine-op-inspct,<=50K
25.0,Private,HS-grad,cat1,40.0,Adm-clerical,<=50K
41.0,Private,Bachelors,cat1,50.0,Prof-specialty,>50K
24.0,Private,Bachelors,cat1,50.0,Exec-managerial,<=50K
63.0,Private,HS-grad,cat1,6.0,Farming-fishing,<=50K
17.0,Private,11th,cat1,20.0,Sales,<=50K
35.0,,Some-college,cat1,50.0,Craft-repair,<=50K
51.0,Private,Some-college,cat1,40.0,Prof-specialty,>50K
62.0,Local-gov,Bachelors,,48.0,Prof-specialty,<=50K
55.0,Private,,cat2,40.0,Craft-repair,>50K
43.0,Private,Some-college,cat1,,Prof-specialty,<=50K
40.0,Local-gov,HS-grad,cat1,50.0,Other-service,<=50K
,Private,Bachelors,cat1,45.0,Exec-managerial,>50K
39.0,Private,Bachelors,cat1,40.0,,<=50K
31.0,Private,HS-grad,cat1,18.0,Craft-repair,<=50K
61.0,Private,Masters,,40.0,Prof-specialty,>50K
26.0,Private,Assoc-voc,cat1,55.0,Adm-clerical,<=50K
46.0,Self-emp-not-inc,HS-grad,cat1,50.0,Sales,<=50K
,Private,Bachelors,cat1,40.0,Prof-specialty,<=50K
48.0,State-gov,Doctorate,cat1,50.0,Prof-specialty,>50K
34.0,Private,HS-grad,cat1,40.0,Transport-moving,<=50K
34.0,,HS-grad,cat1,40.0,Adm-clerical,<=50K
59.0,Private,HS-grad,cat1,40.0,Other-service,>50K
34.0,Private,Bachelors,cat1,40.0,Prof-specialty,<=50K
49.0,Private,Bachelors,cat1,56.0,Exec-managerial,>50K
18.0,Private,11th,,20.0,Adm-clerical,<=50K
43.0,Private,HS-grad,cat1,40.0,Farming-fishing,<=50K
48.0,Private,11th,cat1,50.0,Exec-managerial,<=50K
28.0,Self-emp-inc,Some-college,,70.0,,<=50K
33.0,Private,,cat1,40.0,Machine-op-inspct,<=50K
24.0,Private,Some-college,cat1,15.0,Sales,<=50K
21.0,Private,10th,cat1,40.0,Handlers-cleaners,<=50K
17.0,Private,11th,cat1,28.0,Sales,<=50K
39.0,Private,Some-college,,50.0,Farming-fishing,>50K
29.0,Self-emp-not-inc,Bachelors,cat1,40.0,Prof-specialty,<=50K
44.0,Private,Bachelors,cat1,,Exec-managerial,>50K
24.0,Private,Some-college,,50.0,Transport-moving,<=50K
71.0,Self-emp-not-inc,Masters,cat3,40.0,Sales,>50K
51.0,,Bachelors,cat1,40.0,Sales,>50K
55.0,Private,5th-6th,cat1,25.0,Other-service,<=50K
41.0,Private,Bachelors,cat1,60.0,Exec-managerial,>50K
23.0,Private,HS-grad,cat1,7.0,Handlers-cleaners,<=50K
38.0,Private,Assoc-voc,cat1,40.0,Adm-clerical,<=50K
39.0,Private,HS-grad,cat1,40.0,Transport-moving,>50K
